iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
TCA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TCD,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TGO,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
THA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:03.911057
TJK,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TJK,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:03.911057
TKM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
TKM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
TLS,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TON,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AFG,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:50.835319
TTO,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TUN,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AGO,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TUR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TUR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
TUR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
TUR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.218578
TUR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.218578
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
TWN,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
TZA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.218578
UGA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MKD,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
MKD,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
MKD,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
MKD,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:54.745186
MKD,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:54.745186
MLI,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
MLT,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
MNG,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.080434
MOZ,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.080434
MRT,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
URY,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
USA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
USA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
USA,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.550799
UZB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.550799
UZB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
UZB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
VCT,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
VGB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
VEN,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.550799
VNM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.550799
VIR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
VIR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
VIR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
VIR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
VIR,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
VUT,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
WSM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MTQ,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MSR,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
MUS,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
MWI,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.080434
MYS,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.080434
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
YEM,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
NAM,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ZAF,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.86452
NCL,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
NER,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.406944
NGA,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.406944
NFK,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
NFK,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
NFK,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
NFK,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
NFK,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
NIC,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ZMB,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.86452
ZWE,2019-01-01 00:00:00,2019-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.86452
ABW,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AFG,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.86452
AGO,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ALB,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:04.86452
NLD,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
NOR,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
NOR,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.406944
NZL,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
NZL,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,160939.5492,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:43:58.090976
NRU,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,,tonnes,,2022-09-06 12:39:52.76017,
NRU,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,,tonnes,,2022-09-06 12:39:52.76017,
NRU,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,,tonnes,,2022-09-06 12:39:52.76017,
NRU,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,,tonnes,,2022-09-06 12:39:52.76017,
NRU,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,,tonnes,,2022-09-06 12:39:52.76017,
ARE,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
OMN,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ATG,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ATG,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
ATG,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
ATG,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
ATG,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
ARE,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
AUS,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
PAK,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.736244
AUS,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:05.176799
ARE,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
PAN,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ARM,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
AZE,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
BDI,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
ATG,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
BEL,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
BEN,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
BEN,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,66.907704,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:08.205589
BEN,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,49384.257359999996,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:08.205589
BEN,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,4165941.2520959997,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:44:08.205589
BFA,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
BGD,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:05.495772
BGR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:05.495772
BGR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:05.495772
BHR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
BHR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
BHR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,ch4,0,tonnes,,2022-09-06 12:39:52.76017,
BHR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_20yr,0,tonnes,,2022-09-06 12:39:52.76017,
BHR,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2e_100yr,0,tonnes,,2022-09-06 12:39:52.76017,
BHS,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
BIH,2018-01-01 00:00:00,2018-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 20:00:05.495772
PER,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.736244
PLW,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
PLW,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,n2o,0,tonnes,,2022-09-06 12:39:52.76017,
PHL,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,2022-10-04 19:59:55.736244
PNG,2020-01-01 00:00:00,2020-12-31 00:00:00,solid-fuel-transformation,co2,0,tonnes,,2022-09-06 12:39:52.76017,
